freq. ,flux ,err_flux ,MJD_start ,MJD_end ,flag,catalog,reference
 8.870e+08, 1.951e-16, 1.865e-17,  55000.0000,  55000.0000,  ,RACS    ,  Hale et al. 2021  PASA  38  e058 
 8.430e+08, 1.753e-16, 1.015e-17,  55000.0000,  55000.0000,  ,SUMSS    ,  Manch et al. 2003  MNRAS  342  1117 
 2.418e+17, 9.447e-13, 3.596e-13,  55000.0000,  55000.0000,  ,XMMSL2    ,  Saxton et al. 2008  A&A  480  611 
 7.253e+17, 1.183e-12, 4.582e-13,  55000.0000,  55000.0000,  ,XMMSL2    ,  Saxton et al. 2008  A&A  480  611 
 2.418e+17, 2.944e-13, 5.350e-14,  55000.0000,  55000.0000,  ,RASS    ,  Boller et al. 2016  A&A  103  1 
 2.418e+17, 6.521e-14, 1.978e-14,  55870.3984,  56696.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 1.209e+17, 9.135e-14, 2.326e-14,  55870.3984,  56696.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 3.627e+17, 3.908e-14, 1.628e-14,  55870.3984,  56696.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 7.253e+17, 7.747e-14, 1.557e-14,  55870.3984,  56696.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 1.088e+18, 2.251e-13, 0.000e+00,  55870.3984,  56696.6016,UL,1OUSX     ,  Giommi et al. in preparation 
 7.253e+17, 7.029e-14, 1.534e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 1.209e+17, 7.491e-14, 2.282e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 3.627e+17, 5.151e-14, 1.967e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 1.088e+18, 5.299e-14, 2.890e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 8.817e+13, 2.819e-13, 1.850e-15,  55000.0000,  55000.0000,  ,UNWISE    ,  Schlafly et al. 2019  ApJS  240  30 
 6.517e+13, 2.066e-13, 2.450e-15,  55000.0000,  55000.0000,  ,UNWISE    ,  Schlafly et al. 2019  ApJS  240  30 
 8.817e+13, 2.925e-13, 7.550e-15,  55000.0000,  55000.0000,  ,WISE    ,  Wright et al. 2010  AJ  140  1868 
 6.517e+13, 2.267e-13, 6.900e-15,  55000.0000,  55000.0000,  ,WISE    ,  Wright et al. 2010  AJ  140  1868 
 2.498e+13, 1.348e-13, 2.030e-14,  55000.0000,  55000.0000,  ,WISE    ,  Wright et al. 2010  AJ  140  1868 
 1.363e+13, 1.698e-13, 8.745e-14,  55000.0000,  55000.0000,  ,WISE    ,  Wright et al. 2010  AJ  140  1868 
 8.817e+13, 3.154e-13, 2.380e-14,  56701.4102,  56701.4102,  ,NEOWISE    ,  Mainzer et al. 2014  ApJ  792  30 
 6.517e+13, 2.947e-13, 3.755e-14,  56701.4102,  56701.4102,  ,NEOWISE    ,  Mainzer et al. 2014  ApJ  792  30 
