freq. ,flux ,err_flux ,MJD_start ,MJD_end ,flag,catalog,reference
 1.400e+09, 4.283e-15, 1.495e-16,  55000.0000,  55000.0000,  ,NVSS    ,  Condon et al. 1998  AJ  115  1693 
 8.870e+08, 3.159e-15, 2.270e-16,  55000.0000,  55000.0000,  ,RACS    ,  Hale et al. 2021  PASA  38  e058 
 8.870e+08, 3.159e-15, 2.270e-16,  55000.0000,  55000.0000,  ,RACS    ,  Hale et al. 2021  PASA  38  e058 
 3.000e+09, 7.722e-15, 7.800e-17,  55000.0000,  55000.0000,  ,VLASSQL    ,  Gordon et al. 2021  ApJS  255  30 
 2.418e+17, 1.657e-13, 2.620e-14,  55102.0000,  55102.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 1.209e+17, 1.179e-13, 2.111e-14,  55102.0000,  55102.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 3.627e+17, 2.136e-13, 3.125e-14,  55102.0000,  55102.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 7.253e+17, 2.532e-13, 2.370e-14,  55102.0000,  55102.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 1.088e+18, 3.041e-13, 5.070e-14,  55102.0000,  55102.6016,  ,1OUSX    ,  Giommi et al. in preparation 
 7.253e+17, 2.515e-13, 2.435e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 1.209e+17, 1.525e-13, 2.755e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 3.627e+17, 2.366e-13, 3.695e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 1.088e+18, 3.420e-13, 6.020e-14,  55000.0000,  55000.0000,  ,2SXPS    ,  Evans et al. 2020  ApJS  247  54 
 1.500e+08, 9.305e-16, 9.335e-17,  55000.0000,  55000.0000,  ,TGSS150    ,  Intema et al. 2017  A&A  598  A781 
